"","Session","CT","NK","Period","SEQ_GRP","SEQ","NS","player.participate"
"524","S22","Bilateral","Local",7,"2",6,"Star",1
"525","S22","Bilateral","Local",7,"2",6,"Star",1
"526","S22","Bilateral","Local",12,"2",4,"Star",1
"527","S22","Bilateral","Local",12,"2",4,"Star",1
"528","S22","Bilateral","Local",12,"2",4,"Star",1
"529","S22","Bilateral","Local",12,"2",4,"Star",1
"530","S22","Bilateral","Local",12,"2",4,"Star",1
"531","S22","Bilateral","Local",12,"2",5,"Circle",1
"532","S22","Bilateral","Local",12,"2",5,"Circle",1
"533","S22","Bilateral","Local",12,"2",5,"Circle",1
"534","S22","Bilateral","Local",12,"2",5,"Circle",1
"535","S22","Bilateral","Local",12,"2",5,"Circle",1
"536","S22","Bilateral","Local",12,"2",6,"Clique",1
"537","S22","Bilateral","Local",12,"2",6,"Clique",1
"538","S22","Bilateral","Local",12,"2",6,"Clique",1
"539","S22","Bilateral","Local",12,"2",6,"Clique",1
"540","S22","Bilateral","Local",12,"2",6,"Clique",1
